Provider,Link,Course Name,Summary,Track,Platform,Hands On,Skill Level,Difficulty,Length,Evidence of Completion
Anthropic,https://anthropic.skilljar.com/model-context-protocol-advanced-topics,Model Context Protocol: Advanced Topics,"Explores advanced implementation patterns for MCP servers: sampling, notifications, file system roots, transports (stdio & HTTP), bidirectional communication, deployment & debugging in production.","Technical Skills, MLOps, RAG",MCP / Python / Anthropic’s MCP stack,"Yes, includes implementing features, transports etc., so hands-on components implied.",Advanced,High,6 Hours,Certificate of completion via Anthropic Skilljar / module completion etc.
Anthropic,https://anthropic.skilljar.com/claude-in-amazon-bedrock,Claude with Amazon Bedrock,"Teaches how to use Claude models through AWS Bedrock: making API calls, agents, RAG pipelines, tool use, MCP servers, “Claude Code”, and automation workflows.","Technical Skills, RAG, Prompt Engineering",AWS Bedrock / Claude / Python,"Yes, many hands-on labs / quizzes / coding expected.",Intermediate,Intense,8 Hours,Certificate of completion via Anthropic / module progress + quizzes etc.
Anthropic,https://anthropic.skilljar.com/claude-with-google-vertex,Claude with Google Cloud’s Vertex AI,"Teaches how to use Claude models via Google Cloud’s Vertex AI: authentication, prompt evaluation, tool-use, RAG pipelines, agents & workflows, extended capabilities like citations and prompt caching.","Technical Skills, RAG, Prompt Engineering",Google Cloud Vertex AI / Anthropic SDK,"Yes, includes quizzes, hands-on labs, lessons building pipelines etc.",Intermediate,Intense,8 Hours,Certificate of completion via Anthropic Skilljar.
Codecademy,https://www.codecademy.com/learn/intro-to-open-ai-gpt-api,Intro to OpenAI GPT API,"Intro course to understand how OpenAI’s GPT API works, create reliable outputs, write effective prompts, manage non-determinism in output.","AI Literacy, Prompt Engineering, Technical Skills",OpenAI GPT API,"Yes, includes quizzes and interactive coding / use of the API via guided exercises.",Novice,Easy,1 Hour,Certificate of completion available (depends on Codecademy plan; Plus/Pro)
Codecademy,https://www.codecademy.com/learn/ext-courses/explainable-ai,Explainable AI,"Learn what Explainable AI is, explore interpretability of neural networks, key algorithms & data structures; understand methods like counterfactual, axiomatic attribution, intelligible models, and real-world use cases and regulations.","Responsible AI, Data Science, Machine Learning",General / ML tools (no single proprietary platform specified),No (no coding labs / projects mentioned in that version),Intermediate,Easy,1 Hours,Certificate of completion (Codecademy)
Codecademy,https://www.codecademy.com/learn/learn-prompt-engineering,Learn Prompt Engineering,"Introduction to prompting techniques for generative AI: crafting effective prompts, breaking down tasks, using few-shot/one-shot/zero-shot, chain-of-thought, quizzes + projects to apply skills.","Prompt Engineering, AI Literacy, Technical Skills","Generative AI (GPT, etc.)",Yes (includes project + quizzes + guided coding),Beginner,Easy,1 Hour,Certificate of completion available (via Codecademy Plus/Pro)
Codecademy,https://www.codecademy.com/learn/ext-courses/navigating-ai-ethical-challenges-and-risks,Navigating AI Ethical Challenges and Risks,"Free course covering ethical issues in generative AI: data privacy, algorithmic bias, automation, human-AI collaboration, frameworks for responsible decision making.","Responsible AI, AI Literacy",General / no-code / conceptual,No (videos & reflection/quizzes; no coding or project evident),Beginner,Low,1 Hour,Certificate of completion offered by Codecademy
Codecademy,https://www.codecademy.com/learn/intro-to-llms,Intro to Large Language Models (LLMs),"Introductory, no-code overview of how LLMs work: history, text generation, neural networks, adjusting model behavior via parameters like temperature.","AI Literacy, Machine Learning, Prompt Engineering",No-code / conceptual / theory,"Yes, includes quizzes & informational content; projects/labs seem minimal or guided text interaction.",Beginner,Low,1 Hour,Certificate of completion available (Codecademy; with Plus/Pro)
Codecademy,https://www.codecademy.com/learn/intro-to-generative-ai,Intro to Generative AI,"Covers what generative AI is, its different forms (text, image, video, audio), how it works (training data, encoding/decoding), plus ethical considerations.","AI Literacy, Responsible AI, Prompt Engineering",General Generative AI / No-code conceptual,"Yes, includes interactive applets & a project (e.g. creating itinerary with ChatGPT) and quizzes.",Beginner,Easy,1 Hour,"Yes, Certificate of Completion via Codecademy (depending on plan)"
Codecademy,https://www.codecademy.com/learn/intro-to-language-models-in-python,Intro to Language Models in Python,"Teaches you how to build common language models using Python: bag-of-words, tf-idf, and word embeddings. Includes projects and quizzes.","Machine Learning, Technical Skills, Data Science","Python / NLP libraries (scikit-learn, possibly others)","Yes, code projects, quizzes, guided coding help.",Intermediate,Medium,4 Hours,"Yes, Certificate of Completion via Codecademy (for paid plans)"
Codecademy,https://www.codecademy.com/learn/prompt-engineering-for-analytics,Prompt Engineering for Analytics,"Teaches how to design prompts for large language models to augment data analytics workflows: using LLMs in Jupyter notebooks, generating code/visualizations, debugging prompts, and avoiding common pitfalls.","Prompt Engineering, Technical Skills, Data Science",OpenAI / LLMs / Python (Jupyter Notebook),"Yes, includes “Practice Projects”, “Guided projects”, quizzes & code demos.",Intermediate,Medium,1 Hour,Certificate of completion (Codecademy) + project + quiz completion.
Codecademy,https://www.codecademy.com/learn/ext-courses/recognizing-hallucinations-inaccuracies-and-bias-in-ai,"Recognizing Hallucinations, Inaccuracies, and Bias in AI","Introductory course covering foundational concepts around hallucinations, inaccuracies, and bias in AI generated content; strategies to identify & mitigate these issues responsibly.","Responsible AI, AI Literacy",General / No specific tool required; conceptual course.,"No (videos + quizzes/reflection, no coding)",Beginner,Low,1 Hour,Certificate of completion via Codecademy.
Codecademy,https://www.codecademy.com/learn/ext-courses/generative-ai-models-generating-data-using-generative-adversarial-networks,Generative AI Models: Generating Data Using Generative Adversarial Networks,"Learn to build and train GANs using PyTorch. The course covers the GAN architecture (generator & discriminator), using Deep Convolutional GANs (DCGANs) for image generation/optimization.","Machine Learning, Technical Skills, Data Science",PyTorch,"Yes, includes model construction & training hands-on using PyTorch.",Intermediate,Medium,2 Hours,"Yes, Certificate of completion via Codecademy."
Codecademy,https://www.codecademy.com/learn/ext-courses/generative-ai-on-aws-creating-intelligent-chatbots,Generative AI on AWS: Creating Intelligent Chatbots,"Teaches how to build intelligent chatbots using Amazon Lex & Polly. Emphasis on context-aware conversation, sentiment analysis, integration with external services, and meeting security & privacy/compliance standards.","Technical Skills, Prompt Engineering, AI Literacy","Amazon Lex, Amazon Polly (AWS)","Yes, includes chatbot design labs / exercises using AWS tools.",Intermediate,Medium,1 Hour,"Yes, Certificate of completion via Codecademy."
Codecademy,https://www.codecademy.com/learn/intro-to-open-ai-gpt-api,Intro to OpenAI GPT API,"Explore OpenAI’s API: understand endpoints, prompt design, controlling output, handling non-determinism to get more reliable results from LLMs.","Prompt Engineering, AI Literacy, Technical Skills",OpenAI GPT API,"Yes, includes quizzes and guided coding help.",Beginner,Easy,1 Hour,Certificate of completion (with Codecademy Plus or Pro)
Codecademy,https://www.codecademy.com/learn/intro-to-hugging-face,Intro to Hugging Face,"Learn the tools in the Hugging Face ecosystem: pre-trained models, datasets, using the Hub, possibly Spaces / hosting demos.","Technical Skills, Machine Learning, AI Literacy",Hugging Face libraries & Hub,"Yes, includes quizzes and platform exploration; guided code / exercises implied.",Beginner,Easy,1 Hour,Certificate of completion (with Codecademy Plus or Pro)
